oshpd_id9,OSHPD_ID,COUNTY,FACILITY_NAME,ADDRESS,CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,teach_rural,licensed_bed_size,senate_district_desc,assembly_district_desc,mssa_name,mssa_designation,TOC_Acute,TOC_SN_IC,TOC_Psych,TOC_Chem_Dep,TOC_Rehab,TOC_Unknown,Sex_Male,Sex_Female,Sex_Other_Unknown,Age_0_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Other_Unknown,eth_Hispanic,eth_NonHispanic,eth_Other_Unknown,racegrp_aman,racegrp_asian,racegrp_nhpi,racegrp_black,racegrp_white,racegrp_unknown,racegrp_other,racegrp_multirace,Admt_Non_HCF,Admt_Clinic_Dr,Admt_Hosp_Dif,Admt_SNF_ICF_ALF,Admt_Another_HCF,Admt_DistinctPartXfer,Admt_Amb_Surgery,Admt_HospiceFacility,Admt_Court_LE,Admt_NA,Admt_Newborn,admt_disaster_care_site,Route_Your_ER,Route_Another_ER,Route_No_ER,Route_NA,dsch_days,Adm_Emergency,Adm_Urgent,Adm_Elective,Adm_Newborn,Adm_Trauma,Adm_NA,disp_Routine,disp_Acute_Care,disp_Rehab,disp_SN_IC_Care,disp_Residential_Care,disp_Prison_Jail,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Disaster_Care_Site,disp_Childrens_or_Cancer,disp_Hospice_Care,disp_Psychiatric_Care,disp_CAH,disp_Not_Defined_Elsewhere,disp_Other,disp_Invalid_Blank,DNR_Yes,DNR_No,DNR_Unknown,Payer_Self_Pay_or_Uninsured,Payer_Other_Government,Payer_Private_Health_Insurance,Payer_Medicare,Payer_All_Other_Payers,Payer_MediCal,Payer_Other_Unknown,dx_Infectious,dx_Neoplasms,dx_Diseases_of_the_Blood,dx_Endocrine,dx_MentalHealth,dx_Nervous_System,dx_Eye,dx_Ear,dx_Circulatory,dx_Respiratory,dx_Digestive,dx_Skin,dx_Musculoskeletal,dx_Genitourinary,dx_Pregnancy_Childbirth,dx_Certain_Perinatal_Conditions,dx_Congenital,dx_Symptoms_Signs_NEC,dx_Injury_Poisoning,dx_Factors_Influencing_Health,dx_Other_Unknown,PR_Diagnostic_Therapeutic,PR_Obstetrical,PR_Cardiovascular_System,PR_Digestive_System,PR_Ear,PR_Endocrine_System,PR_Eye,PR_Reproductive_System,PR_Hemic_Lymph_System,PR_Integumentary_System,PR_Musculoskeletal_System,PR_Nervous_System,PR_Nose_Mouth_Pharynx,PR_Respiratory_System,PR_Urinary_System,PR_None,PR_No_Group_Assigned,Zip_Unk_Inv_Bl,Zip_Homeless,Zip_Foreign,Zip_Out_of_State,Zip_CA_Resident,,,
106341006,341006,SACRAMENTO,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,95817,University of California,Teaching,500+,District 8,District 6,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,31284,,,,115,,15665,15734,,5136,1927,2167,3583,2823,3443,5022,4367,2931,,6812,23413,1174,212,2444,279,3305,14429,410,8532,1788,20159,3661,4635,618,105,56,78,10,128,52,1897,,21209,292,9898,,219905,16496,6089,3652,1897,3264,1,20475,381,769,2797,162,162,595,550,4776,1,6,625,81,2,17,,,3383,28016,,122,886,7677,10993,154,11567,,2320,2298,508,1221,531,1303,75,48,3800,1896,2686,456,1317,1319,2291,2125,362,451,5463,920,9,7577,1895,3165,2809,78,136,68,362,394,1153,3006,1114,238,751,872,6945,836,107,1229,7,449,29607,,,
106341051,341051,SACRAMENTO,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVE,SACRAMENTO,95816,Non-profit Corporation (incl. Church-related),Teaching,500+,District 8,District 6,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,Urban,37330,,,,,,16115,21214,1,9040,1381,3381,4661,2418,2926,4928,4764,3830,1,8680,26898,1752,214,3999,922,4024,17939,1455,7966,811,28351,72,2422,197,374,6,5,2,38,2,5861,,16395,828,20107,,167980,3562,22749,5158,5861,,,27634,477,537,2487,93,151,536,628,4259,,3,395,124,2,4,,,1337,35993,,477,1563,10459,11459,155,13217,,3152,1295,358,1200,442,1179,32,55,5646,2371,2686,512,1440,1186,6334,6276,262,617,1724,560,3,4163,5695,4030,2530,35,62,11,364,268,516,1931,807,187,639,473,14535,1084,5,1459,17,215,35634,,,
106341326,341326,SACRAMENTO,SACRAMENTO REHABILITATION HOSPITAL,10 ADVANTAGE COURT,SACRAMENTO,95834,Investor - Limited Liability Company,Teaching,50-99,District 8,District 6,Elverta/Natomas/North Highlands/Rio Linda,Urban,,,,,869,,473,396,,,,15,42,57,73,218,291,171,2,75,758,36,,57,13,77,610,112,,,1,,852,8,8,,,,,,,,,,869,,13936,,,869,,,,128,129,,63,,,4,,544,,,1,,,,,,75,794,,,,103,614,,136,16,3,21,1,10,,96,,1,315,6,8,,98,8,,,1,32,199,67,3,152,,22,3,,,,,,,5,,,58,,629,,,,,9,860,,,
106342344,342344,SACRAMENTO,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,6600 BRUCEVILLE ROAD,SACRAMENTO,95823,Non-profit Corporation (incl. Church-related),Teaching,200-299,District 8,District 10,Elk Grove/Laguna/Laguna West/Lakeside,Urban,18165,,,,,,7922,10237,6,2619,170,1377,2491,1262,1578,2751,3112,2804,1,3689,14245,231,97,4171,374,2794,6521,277,3520,411,13343,782,335,617,488,,,13,32,63,2492,,11417,114,6634,,73989,1836,11673,1645,2492,519,,11642,391,43,1914,,33,216,680,2883,,,326,31,,,6,,1802,16363,,401,22,6748,7709,30,3255,,2819,769,93,663,157,275,10,13,2314,963,1736,215,331,677,2795,2534,17,245,1484,54,1,2651,2469,1579,1773,8,9,5,631,69,364,1018,189,130,537,595,5742,396,7,323,,33,17802,,,
106342392,342392,SACRAMENTO,"SIERRA VISTA HOSPITAL, INC",8001 BRUCEVILLE ROAD,SACRAMENTO,95823,Investor - Corporation,Teaching,150-199,District 8,District 10,Elk Grove/Laguna/Laguna West/Lakeside,Urban,,,5169,,,,2773,2394,2,,763,1370,1425,873,499,211,27,,1,1063,3878,228,30,398,,1042,2318,9,1345,27,668,15,4482,2,2,,,,,,,,,4482,687,,58686,18,5149,2,,,,5023,,2,,,1,140,,,,,,1,,,2,,,5169,,40,905,1468,801,150,1805,,,,,,5162,,,,1,,1,,,,,,,2,,1,2,909,,,,,,,,,,,,,,,4260,,10,1597,,25,3537,,,
106344011,344011,SACRAMENTO,SACRAMENTO MENTAL HEALTH TREATMENT CENTER,2150 STOCKTON BOULEVARD,SACRAMENTO,95817,City or County,Teaching,50-99,District 8,District 6,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,,,287,,,,180,107,,,,58,96,56,43,20,12,,2,57,230,,,19,,76,119,9,39,25,8,9,210,,7,,,,53,,,,,203,84,,15274,2,285,,,,,173,12,3,33,52,1,6,,1,,,,6,,,,,,287,,,,,,287,,,,,,,285,1,,,,,,,,,,,,,,,1,287,,,,,,,,,,,,,,,,,,100,,2,185,,,
106344017,344017,SACRAMENTO,SUTTER CENTER FOR PSYCHIATRY,7700 FOLSOM BOULEVARD,SACRAMENTO,95826,Non-profit Corporation (incl. Church-related),Teaching,50-99,District 8,District 6,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,,,2585,,,,1145,1440,,28,1004,464,381,287,215,138,57,11,,601,1819,165,21,120,35,287,1464,154,417,87,602,14,1868,2,91,5,,,3,,,,1,1693,890,1,20818,53,2361,171,,,,2452,25,5,3,12,1,76,,,,,1,8,,2,,,4,2581,,37,704,834,296,,714,,,,,,2571,,,,,,,,,,12,,,1,1,,,124,,,,,,,,,,,,,,,2461,,3,425,1,20,2136,,,
106344021,344021,SACRAMENTO,HERITAGE OAKS HOSPITAL,4250 AUBURN BLVD.,SACRAMENTO,95841,Investor - Limited Liability Company,Teaching,100-149,District 8,District 6,Arcade/Arden/Town and Country Village,Urban,,,3522,,,,1820,1702,,,108,694,955,664,507,430,143,21,,613,2892,17,22,178,,688,1980,6,648,,951,,2231,,340,,,,,,,,,2218,1304,,43506,3516,6,,,,,2971,70,28,4,233,11,192,1,1,,,,11,,,,,,3522,,33,838,846,550,,1255,,,,,,3519,2,,,,,,,,,,,,,1,,,355,,,,,,,,,,,,,,,3167,,14,1345,,13,2150,,,
106344029,344029,SACRAMENTO,MERCY HOSPITAL OF FOLSOM,1650 CREEKSIDE DRIVE,FOLSOM,95630,Non-profit Corporation (incl. Church-related),Teaching,100-149,District 6,District 7,Folsom/Orangevale,Urban,8383,,,,,,3478,4904,1,821,43,507,1057,664,807,1335,1441,1708,,809,7536,38,28,748,28,319,6118,196,916,30,7033,24,427,38,31,,7,,3,,820,,6436,214,1731,2,28205,4146,2603,809,820,5,,5402,378,64,766,27,43,177,133,1216,,3,148,20,4,2,,,669,7712,2,80,241,2894,3750,28,1386,4,1045,106,63,407,226,220,6,8,1029,571,1293,196,357,463,892,821,1,159,503,17,,920,787,159,877,5,1,,140,13,103,496,60,14,92,78,4565,73,24,159,1,76,8123,,,
106344035,344035,SACRAMENTO,VIBRA HOSPITAL OF SACRAMENTO,330 MONTROSE DRIVE,FOLSOM,95630,Investor - Limited Liability Company,Teaching,50-99,District 6,District 7,Folsom/Orangevale,Urban,358,,,,,,193,165,,,,14,25,30,60,111,89,28,1,34,289,35,,37,,32,178,66,45,,,8,348,,2,,,,,,,,,,358,,17469,,,358,,,,14,84,22,158,1,,1,31,45,,,1,,1,,,,45,313,,,,58,200,,97,3,6,,,1,,2,,,8,286,13,4,9,2,,,,,20,7,,205,,4,2,,,,,,3,1,,,109,1,20,13,,,,5,353,,,
106344114,344114,SACRAMENTO,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.,2425 STOCKTON BLVD,SACRAMENTO,95817,Non-profit Corporation (incl. Church-related),Teaching,50-99,District 8,District 6,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,980,,,,88,,565,503,,489,567,12,,,,,,,,404,514,150,,85,,85,592,169,137,,736,30,289,1,,7,,,,5,,,,,1068,,7884,,7,1059,,,2,1051,9,3,,,,2,,,,3,,,,,,,1,1067,,,523,477,,,61,7,1,4,1,3,,43,,,1,,85,64,275,6,,,212,11,322,40,,60,,3,60,,,3,2,1,235,454,9,4,6,3,218,10,,,121,68,879,,,
106344170,344170,SACRAMENTO,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL,4741 ENGLE ROAD,CARMICHAEL,95608,Investor - Corporation,Teaching,1-49,District 6,District 6,Arcade/Arden/Town and Country Village,Urban,,,350,,,,199,151,,,,71,126,82,47,21,,,3,52,294,4,,22,,119,193,16,,,,,350,,,,,,,,,,,269,81,,4990,,350,,,,,323,11,,,1,2,9,,,,4,,,,,,,,350,,,,,,,350,,,,,,350,,,,,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,9,130,,,211,,,
106344188,344188,SACRAMENTO,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO,"2600 STOCKTON BLVD, STE B",SACRAMENTO,95817,Investor - Corporation,Teaching,1-49,District 8,District 6,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,,,331,,,,169,162,,,,81,109,72,49,11,,,9,41,290,,,24,,116,122,9,60,,,,331,,,,,,,,,,,331,,,4669,,331,,,,,326,5,,,,,,,,,,,,,,,,,331,,,,,,,331,,,,,,331,,,,,,,,,,,,,,,,,331,,,,,,,,,,,,,,,,,,24,,,307,,,
106344210,344210,SACRAMENTO,"SACRAMENTO BEHAVIORAL HEALTHCARE HOSPITAL, LLC",1400 EXPO PARKWAY,SACRAMENTO,95815,Investor - Limited Liability Company,Teaching,100-149,District 8,District 6,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,Urban,,,1564,,,,886,678,,,76,346,485,344,188,101,24,,,433,1081,50,15,87,19,249,836,44,291,23,39,,1274,,5,,,,242,4,,,,1192,372,,38254,4,1560,,,,,974,10,1,,186,201,132,,,,,1,57,,2,,,,1564,,,792,184,262,226,93,7,,,,,1561,2,,,,,,,,,,,,1,,,,77,,,,,,,,,,,,,,,1487,,57,622,,5,880,,,
106350784,350784,SAN BENITO,HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DRIVE,HOLLISTER,95023,District,Small/Rural,50-99,District 17,District 29,Hollister/Paicines/Panoche/San Juan Bautista,Rural,2388,171,,,,,953,1606,,425,73,290,334,168,185,265,327,492,,1278,1090,191,,46,,,1077,23,1413,,1991,,,2,1,168,1,,,1,395,,1472,,1087,,8382,1510,,654,395,,,1821,140,16,210,17,4,35,46,270,,,,,,,,,118,2441,,28,14,457,859,23,1178,,318,28,20,103,53,68,1,4,201,158,326,37,41,121,417,404,1,59,192,7,,497,397,35,190,2,,,19,,36,97,1,1,18,10,1248,8,12,18,1,13,2515,,,
106361110,361110,SAN BERNARDINO,BEAR VALLEY COMMUNITY HOSPITAL,41870 GARSTIN DRIVE,BIG BEAR LAKE,92315,District,Small/Rural,1-49,District 19,District 34,Big Bear Lake/Fawnskin/Moorridge/Running Springs/Sugarloaf,Rural,381,47,,,,,206,222,,,,30,114,57,36,41,79,67,4,92,291,45,,,,12,350,37,29,,399,,,29,,,,,,,,,186,,242,,7341,358,,70,,,,340,15,,22,3,,32,8,,,,6,,,2,,,52,376,,,,36,142,,245,5,8,6,,12,214,20,,,20,36,42,7,14,15,,,,7,25,2,,213,,1,16,,,,,,,8,,,4,3,183,,,17,,2,409,,,
106361144,361144,SAN BERNARDINO,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVENUE,CHINO,91710,Investor - Corporation,Small/Rural,100-149,District 22,District 53,Chino Hills/Chino West Central/Los Serranos/Sleepy Hollow,Urban,4492,,,,,,2189,2303,,,49,262,419,519,662,893,859,829,,2453,1972,67,20,461,,315,3440,28,202,26,4252,17,2,64,110,,,,42,5,,,4450,,42,,15912,41,4442,8,,,1,2662,165,12,497,16,186,186,112,553,,,56,47,,,,,140,4352,,74,29,718,1971,16,1684,,1025,62,56,412,32,210,3,3,682,309,725,93,159,297,36,,,97,288,3,,494,2,262,498,,,,26,1,84,147,8,,62,26,2815,67,4,100,4,33,4351,,,
106361166,361166,SAN BERNARDINO,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO STREET,MONTCLAIR,91763,Investor - Limited Liability Company,Small/Rural,100-149,District 22,District 53,Montclair/Ontario Northwest/Upland South,Urban,3001,,,,,,1432,1569,,148,37,223,327,403,430,559,428,446,,1643,1279,79,,180,,303,2335,38,99,46,2754,,10,38,1,,,,2,48,148,,2659,10,332,,11027,2652,179,22,148,,,1790,89,1,653,23,3,215,66,126,,,22,12,1,,,,31,2970,,36,,271,1150,,1528,16,648,44,24,288,7,114,2,4,290,234,415,54,114,224,188,148,,48,155,,,494,144,207,256,,,,22,,48,64,2,2,20,9,1690,43,5,122,10,21,2843,,,
106361223,361223,SAN BERNARDINO,KAISER FOUNDATION HOSPITAL - FONTANA,9961 SIERRA AVENUE,FONTANA,92335,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 29,District 50,Bloomington/Colton Central and West/Fontana South/Rialto South,Urban,38691,,,,,,16107,22584,,8672,1032,3485,5395,2450,3085,4809,5608,4154,1,19156,19098,437,102,2725,225,4224,11717,878,18573,247,26099,1567,3540,248,75,3,107,,20,221,6810,1,17423,1915,19314,39,150556,11922,15474,4473,6810,2,10,27078,427,116,2162,1,25,248,957,6947,,2,497,58,2,132,39,,2496,36194,1,328,70,20013,12579,34,5667,,3635,1494,439,1564,276,1019,31,26,4054,2426,3708,515,983,1371,7158,6988,126,663,1831,384,,3584,6717,3187,3764,31,81,9,1195,164,733,1838,765,208,744,871,14147,653,,197,,61,38433,,,
106361246,361246,SAN BERNARDINO,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON STREET,LOMA LINDA,92354,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 19,District 50,Colton Southeast/Grand Terrace/Loma Linda/Redlands North,Urban,25903,,3077,216,824,,15128,14892,,109,2164,2640,3563,3695,4677,6019,4301,2852,,13250,16441,329,201,1511,123,3550,18725,483,4669,758,19549,2694,5159,1091,115,1381,12,2,16,1,,,20135,2488,7397,,185417,11051,12214,5001,,1754,,18638,839,731,2397,135,27,733,818,5178,,78,338,89,3,13,3,,1389,28631,,283,721,5112,11224,150,12523,7,2805,1863,443,1312,3877,1105,122,38,5554,1314,3232,445,1035,1444,136,,126,680,3921,568,,3732,19,4028,3507,34,75,85,378,217,772,2178,828,166,794,826,11940,441,17,1109,,298,28596,,,
106361266,361266,SAN BERNARDINO,MOUNTAINS COMMUNITY HOSPITAL,29101 HOSPITAL ROAD,LAKE ARROWHEAD,92352,District,Small/Rural,1-49,District 19,District 34,Blue Jay/Crestline/Lake Arrowhead/Skyforest/Twin Peaks,Rural,217,37,,,,,151,103,,,,,23,23,31,44,64,56,13,37,196,21,,,,,215,18,21,,216,,17,2,1,18,,,,,,,215,,39,,1059,,239,15,,,,197,,,26,1,,12,3,2,,,,,2,11,,,10,244,,,,31,140,,76,7,29,4,,18,3,1,,1,23,31,14,27,15,31,,,,4,50,3,,3,,2,,,,,,,18,40,3,,,,185,3,,3,2,6,243,,,
106361274,361274,SAN BERNARDINO,KINDRED HOSPITAL - ONTARIO,550 NORTH MONTEREY AVENUE,ONTARIO,91764,Investor - Limited Liability Company,Small/Rural,50-99,District 22,District 53,Montclair/Ontario Northwest/Upland South,Urban,488,,,,,,283,205,,,,14,43,48,74,126,128,55,,98,353,37,,22,,75,239,11,141,,,,488,,,,,,,,,,,,488,,28043,,,488,,,,25,56,29,158,2,,15,147,48,,,8,,,,,,1,487,,,12,193,105,,177,1,17,2,1,11,,6,,,17,295,27,21,16,28,,,,3,30,14,,216,,67,42,,,,,,21,1,,,16,1,115,9,1,3,,2,482,,,
106361308,361308,SAN BERNARDINO,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BOULEVARD,REDLANDS,92373,Non-profit Corporation (incl. Church-related),Small/Rural,200-299,District 19,District 50,Mentone/Redlands South/Yucaipa,Urban,10983,178,,,1,,4705,6457,,1495,59,881,1374,750,1036,1878,1946,1743,,2799,8358,5,32,298,27,665,7360,3,2777,,7961,311,1046,385,2,,,,,,1457,,6721,17,4424,,45471,6618,904,2173,1457,,10,6481,264,32,1606,88,3,224,263,1933,1,9,227,11,,20,,,830,10332,,111,,3381,4811,51,2808,,1207,350,72,589,120,321,7,9,1120,719,957,228,583,571,1530,1493,2,257,939,84,4,2478,1473,662,862,2,9,,171,24,200,994,175,43,184,316,3531,38,7,154,,55,10946,,,
106361318,361318,SAN BERNARDINO,SAN ANTONIO REGIONAL HOSPITAL,999 SAN BERNARDINO ROAD,UPLAND,91786,Non-profit Corporation (incl. Church-related),Small/Rural,300-499,District 29,District 53,Montclair/Ontario Northwest/Upland South,Urban,18770,,,,,,8352,10413,5,1821,104,1257,2187,1642,2165,3292,3301,3001,,7477,10430,863,26,1228,61,1639,7329,192,8150,145,14791,1001,85,984,27,1,6,,27,33,1815,,14004,10,4723,33,89028,8838,6517,1599,1815,,1,12177,420,241,1877,210,23,457,630,2331,,20,355,17,8,4,,,308,18429,33,255,322,5043,8149,78,4888,35,1526,888,256,942,257,440,17,27,3335,1202,2450,353,309,1320,1964,1821,30,335,1219,78,1,3734,1836,2115,2221,6,10,1,556,71,337,840,188,36,465,323,5514,517,49,333,,132,18256,,,
106361323,361323,SAN BERNARDINO,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,92411,Non-profit Corporation (incl. Church-related),Small/Rural,300-499,District 29,District 45,Muscoy/San Bernardino Central,Urban,7898,30,4586,,,,5984,6530,,1834,372,2227,2416,1760,1527,1382,614,382,,7409,5067,38,12,204,34,1803,8663,129,772,897,9147,86,1670,18,5,94,1,,,1,1492,,7605,1121,3788,,82387,6038,2754,2230,1492,,,10677,217,37,263,7,3,372,68,755,,1,48,62,2,2,,,18,12496,,242,82,834,2271,92,8990,3,733,119,90,417,4673,127,4,6,753,607,822,117,119,400,1670,1528,3,113,205,8,,1146,1460,381,661,,8,,140,7,131,190,47,1,137,90,8031,84,24,2375,,40,10075,,,
106361339,361339,SAN BERNARDINO,ST. BERNARDINE MEDICAL CENTER,2101 NORTH WATERMAN AVENUE,SAN BERNARDINO,92404,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 29,District 45,Highland/San Bernardino East,Urban,16319,,,,,,7599,8720,,1095,143,1241,1787,1837,2459,3420,2491,1846,,8093,8133,93,30,440,55,2122,9655,176,2359,1482,13774,29,1166,213,52,7,,,1,,1077,,11412,310,4597,,78142,10852,579,3810,1077,1,,10303,284,123,1556,43,19,727,404,2270,1,,362,226,,1,,,236,16083,,194,79,1901,6362,93,7544,146,1313,447,102,1535,167,517,3,12,3270,1054,2229,373,346,1133,1211,1095,19,328,1146,19,,2116,1052,2263,2176,,5,,148,43,414,635,187,1,349,445,6353,132,82,773,,47,15417,,,
106361343,361343,SAN BERNARDINO,PROVIDENCE ST. MARY MEDICAL CENTER,18300 US HIGHWAY 18,APPLE VALLEY,92307,Non-profit Corporation (incl. Church-related),Small/Rural,200-299,District 19,District 34,Apple Valley/Hesperia East,Urban,14418,,,,,,6227,8190,1,1642,122,1299,1473,1326,1745,2630,2254,1927,,5217,8520,681,21,230,45,2044,6728,679,4353,318,12072,583,107,86,36,6,1,,3,,1524,,11118,12,3288,,61756,10916,466,1206,1524,291,15,8759,439,38,895,27,41,586,297,2938,,21,363,2,6,6,,,604,13814,,197,176,2198,6069,35,5743,,2034,229,94,595,137,328,12,7,2739,818,1505,206,268,883,1666,1638,7,187,1052,11,2,1650,1495,1881,1067,1,5,,105,45,285,607,63,7,347,219,6479,162,5,230,2,91,14090,,,
106361370,361370,SAN BERNARDINO,VICTOR VALLEY GLOBAL MEDICAL CENTER,15248 ELEVENTH STREET,VICTORVILLE,92395,Investor - Limited Liability Company,Small/Rural,100-149,District 23,District 39,Hesperia West/Mountain View Acres/Victorville Central and South,Urban,6024,,,,,,2488,3536,,1031,111,841,826,609,686,889,583,448,,2726,3294,4,22,89,20,1228,4228,1,421,15,4932,52,4,4,2,,,,,,1030,,4982,7,1035,,19009,4965,4,25,1030,,,4273,161,1,506,1,121,398,98,398,,7,57,,,,,3,110,5914,,134,67,703,1653,,3462,5,549,112,68,287,77,128,1,4,583,391,568,119,209,414,1084,1031,,131,252,16,,1064,1019,222,356,1,2,,128,6,105,305,7,3,48,44,2704,10,58,107,5,30,5824,,,
106361458,361458,SAN BERNARDINO,COLORADO RIVER MEDICAL CENTER,1401 BAILEY AVENUE,NEEDLES,92363,Non-profit Corporation (incl. Church-related),Small/Rural,1-49,District 18,District 36,Big River/Needles,Frontier,200,,,,,,91,109,,,,12,18,19,27,59,39,17,9,27,171,2,,,,,180,20,,,197,1,,,,,1,1,,,,,172,1,27,,379,2,198,,,,,171,17,2,1,,,6,,,,1,2,,,,,,5,195,,,13,,83,,92,12,6,,3,7,,2,,,43,50,37,11,2,19,,,,12,7,,1,4,,1,,,,,,,,,,,,,195,,,,,34,166,,,
106362041,362041,SAN BERNARDINO,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,JOSHUA TREE,92252,Investor - Limited Liability Company,Small/Rural,150-199,District 19,District 47,Joshua Tree/Landers/Morongo Valley/Rimrock/Yucca Valley,Rural,2417,169,,,,,1158,1426,2,247,22,216,221,161,261,584,453,421,,460,2058,68,37,60,22,169,2152,72,63,11,2179,7,50,,3,106,,,,,240,1,1959,1,626,,21455,1616,693,1,240,36,,1626,167,4,372,2,2,113,58,175,,,33,2,,23,9,,380,2193,13,35,86,275,1159,,1024,7,293,39,35,177,47,107,1,2,293,280,269,53,44,156,263,247,,58,203,19,,454,249,134,173,,,,24,,15,89,5,,20,3,1406,14,4,41,,25,2516,,,
106364050,364050,SAN BERNARDINO,CANYON RIDGE HOSPITAL,5353 G STREET,CHINO,91710,Investor - Corporation,Small/Rural,150-199,District 22,District 53,Chino Hills/Chino West Central/Los Serranos/Sleepy Hollow,Urban,,,6686,,,,3130,3556,,,2023,1469,994,687,560,509,332,112,,1935,4425,326,,138,,521,2158,6,3863,,409,173,6010,,1,,,,93,,,,,5361,1325,,50646,10,6676,,,,,5817,129,,86,14,5,608,1,1,,,,12,,,13,,,6686,,,1925,3011,578,,1163,9,,,,,6658,26,,,,,,,,,,,,,,,2,343,,,,,,,,,,,,,,,6343,,47,930,,113,5596,,,
106364121,364121,SAN BERNARDINO,BALLARD REHABILITATION HOSPITAL,1760 WEST 16TH STREET,SAN BERNARDINO,92411,Investor - Limited Liability Company,Small/Rural,50-99,District 29,District 45,Muscoy/San Bernardino Central,Urban,,,,,953,,575,378,,,,48,74,111,181,237,199,98,5,268,685,,,33,,140,680,100,,,,3,945,1,4,,,,,,,,,,953,,14485,,,953,,,,519,129,2,114,,1,26,1,161,,,,,,,,,21,932,,,19,190,411,17,315,1,2,3,,,2,81,,,303,10,4,1,24,2,,,,63,261,196,1,7,,31,21,,,,,,1,,,,,,893,,2,,,9,942,,,
106364144,364144,SAN BERNARDINO,DESERT VALLEY HOSPITAL,16850 BEAR VALLEY ROAD,VICTORVILLE,92395,Investor - Corporation,Small/Rural,100-149,District 23,District 34,Hesperia West/Mountain View Acres/Victorville Central and South,Urban,13208,,,,,,6126,7082,,575,101,966,1365,1523,1846,2821,2290,1721,,4722,8115,371,47,186,20,1518,3921,49,6775,692,11396,976,,69,186,,,,3,3,575,,11468,,1740,,49250,846,11380,407,575,,,8856,468,4,750,2,41,1219,239,1299,,2,312,16,,,,,203,13005,,148,147,2140,5400,23,5350,,1977,213,127,763,45,534,13,40,2318,1080,2007,268,617,879,671,575,,202,875,4,,1769,562,1412,913,,4,,98,16,125,559,15,4,162,164,7337,68,12,385,3,124,12684,,,
106364188,364188,SAN BERNARDINO,KINDRED HOSPITAL RANCHO,10841 WHITE OAK AVENUE,RANCHO CUCAMONGA,91730,Investor - Limited Liability Company,Small/Rural,50-99,District 29,District 50,Ontario Northeast/Rancho Cucamonga South,Urban,550,,,,,,287,263,,,,14,26,56,80,163,137,74,,169,381,,,15,,73,275,10,177,,3,1,546,,,,,,,,,,,,550,,17601,,,550,,,,38,33,16,251,,,16,134,48,,,14,,,,,,,550,,,28,208,141,,173,,29,4,,8,,7,,,24,325,26,20,18,21,,,,4,53,11,,260,,53,39,,,,,,19,,,,16,,140,23,,29,,2,519,,,
106364231,364231,SAN BERNARDINO,ARROWHEAD REGIONAL MEDICAL CENTER,400 N. PEPPER AVENUE,COLTON,92324,City or County,Teaching,300-499,District 29,District 50,Bloomington/Colton Central and West/Fontana South/Rialto South,Urban,19504,,3269,,,,11517,11256,,2516,582,3388,3817,2971,3157,3157,1952,1233,,14133,7981,659,78,568,91,3074,7041,497,11158,266,16394,945,280,429,1329,,,,1208,133,2055,,18357,1,4367,48,143339,16466,1055,1260,2055,1889,48,17857,356,288,1341,16,748,871,449,404,,,98,139,,169,,37,1171,21602,,1650,417,1423,4033,128,15122,,2217,597,153,892,3982,630,54,48,2036,720,1767,328,448,810,2500,2154,6,289,3074,54,14,2379,2032,1172,1665,6,27,19,279,65,561,1293,394,62,312,266,12144,97,3,3461,9,97,19203,,,
